txId_mapped,in_degree,out_degree,total_degree,pagerank,clustering_coefficient,betweenness_centrality,risk_exposure_score,mean_transaction_amount,sum_transaction_amount,min_transaction_amount,max_transaction_amount,std_transaction_amount,wallet_transaction_count,wallet_aml_label
138263,1,1,2,8.949373149924344e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
47905,1,1,2,3.350516966596618e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
57320,1,1,2,4.4390937574368815e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
56334,1,2,3,3.343260095862983e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
143502,4,0,4,1.322398372433412e-05,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,0
198335,1,2,3,2.5655121234293693e-06,0.3333333333333333,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
198412,1,2,3,2.836854367481494e-06,0.3333333333333333,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
100430,1,2,3,5.392859276584852e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
140537,1,1,2,3.861653957842429e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
122219,1,2,3,4.639401930276042e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
158496,1,1,2,3.861653957842429e-06,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,0
153292,1,2,3,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
128514,1,1,2,2.836854367481494e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
116589,1,2,3,7.4424584573067215e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
92811,2,1,3,1.587591866452357e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
175754,1,2,3,7.4424584573067215e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
178595,1,2,3,4.615111304151239e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
151973,1,1,2,4.428629072071482e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
151894,1,1,2,7.4424584573067215e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
159516,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
161073,1,1,2,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
153709,1,2,3,4.428629072071482e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
118046,1,1,2,4.615111304151239e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
175453,1,2,3,3.885944583967232e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
93329,1,1,2,3.861653957842429e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
157028,2,2,4,1.6653666636957182e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
157090,1,1,2,3.343260095862983e-06,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,2
157089,2,1,3,1.363983725172194e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
56505,1,2,3,4.615111304151239e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
56572,1,1,2,3.590311713790304e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
139004,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
51885,0,1,1,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
15665,1,288,289,2.3062627992848314e-06,0.0003003652441368704,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
149211,1,0,1,1.7944213926749339e-06,0.0,0.0,0.0,0.5470084673526912,0.5470084673526912,0.5470084673526912,0.5470084673526912,,1,0
56425,1,1,2,1.7944213926749339e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
141034,1,1,2,3.350516966596618e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
62293,0,1,1,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
70373,3,0,3,7.731353974749976e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
153331,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
167481,1,1,2,5.935543764689101e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
124781,1,2,3,7.4424584573067215e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
140577,2,1,3,4.89875604073021e-06,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,0
140575,1,1,2,5.513998048279979e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
97856,1,0,1,1.7944213926749339e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
173706,10,4,14,3.695325830594196e-05,0.04945054945054945,0.0,0.0,2.677081382342723,2.677081382342723,2.677081382342723,2.677081382342723,,1,2
173835,1,0,1,6.6425145258052425e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
198517,0,1,1,1.7877641509957557e-06,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,2
170253,0,28,28,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
22879,1,1,2,1.8433175775981564e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
100194,1,1,2,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
99768,1,1,2,3.885944583967232e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
137208,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
108030,1,1,2,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
55103,1,1,2,4.639401930276042e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
156770,1,2,3,5.935543764689101e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
198339,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
181953,1,0,1,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
159940,1,2,3,4.639401930276042e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
132629,1,2,3,3.861653957842429e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
60142,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
60104,2,2,4,3.705049754599149e-06,0.0,0.0,0.0,0.2427123366398294,0.2427123366398294,0.2427123366398294,0.2427123366398294,,1,2
164057,4,1,5,1.4466166476405157e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
164062,3,2,5,2.9258796582448827e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
128586,1,2,3,5.392859276584852e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
172020,1,1,2,3.861653957842429e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
184033,2,1,3,1.159023807100007e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
160754,2,1,3,1.2319404791184077e-05,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
155202,0,2,2,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
55028,1,1,2,2.5655121234293693e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
172190,2,0,2,3.3499173375421612e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
175429,1,2,3,3.885944583967232e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
66507,1,2,3,3.861653957842429e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
137083,1,2,3,4.8864535482033635e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
201399,3,0,3,8.349883484967421e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
135232,1,2,3,5.392859276584852e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
24612,8,1,9,1.3755959490427177e-05,0.013888888888888888,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
136183,0,1,1,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,2
188643,2,1,3,4.121008068296597e-06,0.0,0.0,0.0,2.0684891209169995,2.0684891209169995,2.0684891209169995,2.0684891209169995,,1,2
45433,0,1,1,1.7877641509957557e-06,0.0,0.0,0.0,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,-0.0615837940730322,,1,0
